origin7-1,gpt2-large,0.2,0.6330769
origin7-1,gpt2-large,1.3,0.4681801
origin7-2,gpt2-large,0.2,0.7044158
origin7-2,gpt2-large,1.3,0.5854853
origin7-3,gpt2-large,0.2,0.75467575
origin7-3,gpt2-large,1.3,0.5341929
origin7-4,gpt2-large,0.2,0.7833278
origin7-4,gpt2-large,1.3,0.5321842
origin7-5,gpt2-large,0.2,0.710351
origin7-5,gpt2-large,1.3,0.6026117
origin8-1,gpt2-large,0.2,0.78363466
origin8-1,gpt2-large,1.3,0.49638912
origin8-2,gpt2-large,0.2,0.79952
origin8-2,gpt2-large,1.3,0.512874
origin8-3,gpt2-large,0.2,0.60597384
origin8-3,gpt2-large,1.3,0.5761641
origin8-4,gpt2-large,0.2,0.8248778
origin8-4,gpt2-large,1.3,0.56214744
origin8-5,gpt2-large,0.2,0.80575705
origin8-5,gpt2-large,1.3,0.5912248
origin9-1,gpt2-large,0.2,0.6671231
origin9-1,gpt2-large,1.3,0.55973774
origin9-2,gpt2-large,0.2,0.81700176
origin9-2,gpt2-large,1.3,0.57239026
origin9-3,gpt2-large,0.2,0.7321813
origin9-3,gpt2-large,1.3,0.60150677
origin9-4,gpt2-large,0.2,0.8069145
origin9-4,gpt2-large,1.3,0.59611946
origin9-5,gpt2-large,0.2,0.7003366
origin9-5,gpt2-large,1.3,0.50384945
origin1-1,EleutherAI_gpt-neo-1.3B,0.2,0.74067193
origin1-1,EleutherAI_gpt-neo-1.3B,1.3,0.60146576
origin1-2,EleutherAI_gpt-neo-1.3B,0.2,0.8255342
origin1-2,EleutherAI_gpt-neo-1.3B,1.3,0.6008292
origin1-3,EleutherAI_gpt-neo-1.3B,0.2,0.7776213
origin1-3,EleutherAI_gpt-neo-1.3B,1.3,0.5329914
origin1-4,EleutherAI_gpt-neo-1.3B,0.2,0.74154127
origin1-4,EleutherAI_gpt-neo-1.3B,1.3,0.50619197
origin1-5,EleutherAI_gpt-neo-1.3B,0.2,0.76987314
origin1-5,EleutherAI_gpt-neo-1.3B,1.3,0.5770912
origin10-1,EleutherAI_gpt-neo-1.3B,0.2,0.6530237
origin10-1,EleutherAI_gpt-neo-1.3B,1.3,0.58990276
origin10-2,EleutherAI_gpt-neo-1.3B,0.2,0.7794504
origin10-2,EleutherAI_gpt-neo-1.3B,1.3,0.5652695
origin10-3,EleutherAI_gpt-neo-1.3B,0.2,0.7023664
origin10-3,EleutherAI_gpt-neo-1.3B,1.3,0.52152026
origin10-4,EleutherAI_gpt-neo-1.3B,0.2,0.69012856
origin10-4,EleutherAI_gpt-neo-1.3B,1.3,0.522947
origin10-5,EleutherAI_gpt-neo-1.3B,0.2,0.7494762
origin10-5,EleutherAI_gpt-neo-1.3B,1.3,0.54749405
origin2-1,EleutherAI_gpt-neo-1.3B,0.2,0.71786064
origin2-1,EleutherAI_gpt-neo-1.3B,1.3,0.50836056
origin2-2,EleutherAI_gpt-neo-1.3B,0.2,0.75674844
origin2-2,EleutherAI_gpt-neo-1.3B,1.3,0.4668937
origin2-3,EleutherAI_gpt-neo-1.3B,0.2,0.53819764
origin2-3,EleutherAI_gpt-neo-1.3B,1.3,0.54031295
origin2-4,EleutherAI_gpt-neo-1.3B,0.2,0.7338544
origin2-4,EleutherAI_gpt-neo-1.3B,1.3,0.56960034
origin2-5,EleutherAI_gpt-neo-1.3B,0.2,0.7321213
origin2-5,EleutherAI_gpt-neo-1.3B,1.3,0.52531826
origin3-1,EleutherAI_gpt-neo-1.3B,0.2,0.7482555
origin3-1,EleutherAI_gpt-neo-1.3B,1.3,0.5577546
origin3-2,EleutherAI_gpt-neo-1.3B,0.2,0.73633605
origin3-2,EleutherAI_gpt-neo-1.3B,1.3,0.5826597
origin3-3,EleutherAI_gpt-neo-1.3B,0.2,0.742522
origin3-3,EleutherAI_gpt-neo-1.3B,1.3,0.5611196
origin3-4,EleutherAI_gpt-neo-1.3B,0.2,0.7019421
origin3-4,EleutherAI_gpt-neo-1.3B,1.3,0.5454789
origin3-5,EleutherAI_gpt-neo-1.3B,0.2,0.6161847
origin3-5,EleutherAI_gpt-neo-1.3B,1.3,0.60370046
origin4-1,EleutherAI_gpt-neo-1.3B,0.2,0.62396646
origin4-1,EleutherAI_gpt-neo-1.3B,1.3,0.56172556
origin4-2,EleutherAI_gpt-neo-1.3B,0.2,0.7341217
origin4-2,EleutherAI_gpt-neo-1.3B,1.3,0.608414
origin4-3,EleutherAI_gpt-neo-1.3B,0.2,0.71677625
origin4-3,EleutherAI_gpt-neo-1.3B,1.3,0.4721458
origin4-4,EleutherAI_gpt-neo-1.3B,0.2,0.55508846
origin4-4,EleutherAI_gpt-neo-1.3B,1.3,0.54315645
origin4-5,EleutherAI_gpt-neo-1.3B,0.2,0.7634202
origin4-5,EleutherAI_gpt-neo-1.3B,1.3,0.57570356
origin5-1,EleutherAI_gpt-neo-1.3B,0.2,0.65755963
origin5-1,EleutherAI_gpt-neo-1.3B,1.3,0.57685286
origin5-2,EleutherAI_gpt-neo-1.3B,0.2,0.7568503
origin5-2,EleutherAI_gpt-neo-1.3B,1.3,0.46928006
origin5-3,EleutherAI_gpt-neo-1.3B,0.2,0.759256
origin5-3,EleutherAI_gpt-neo-1.3B,1.3,0.57659155
origin5-4,EleutherAI_gpt-neo-1.3B,0.2,0.7385842
origin5-4,EleutherAI_gpt-neo-1.3B,1.3,0.5380759
origin5-5,EleutherAI_gpt-neo-1.3B,0.2,0.64326155
origin5-5,EleutherAI_gpt-neo-1.3B,1.3,0.58253545
origin6-1,EleutherAI_gpt-neo-1.3B,0.2,0.7401678
origin6-1,EleutherAI_gpt-neo-1.3B,1.3,0.5633645
origin6-2,EleutherAI_gpt-neo-1.3B,0.2,0.7214097
origin6-2,EleutherAI_gpt-neo-1.3B,1.3,0.49418923
origin6-3,EleutherAI_gpt-neo-1.3B,0.2,0.7264474
origin6-3,EleutherAI_gpt-neo-1.3B,1.3,0.50446516
origin6-4,EleutherAI_gpt-neo-1.3B,0.2,0.7412452
origin6-4,EleutherAI_gpt-neo-1.3B,1.3,0.4753075
origin6-5,EleutherAI_gpt-neo-1.3B,0.2,0.7443019
origin6-5,EleutherAI_gpt-neo-1.3B,1.3,0.49694574
origin7-1,EleutherAI_gpt-neo-1.3B,0.2,0.6623665
origin7-1,EleutherAI_gpt-neo-1.3B,1.3,0.5402529
origin7-2,EleutherAI_gpt-neo-1.3B,0.2,0.7540079
origin7-2,EleutherAI_gpt-neo-1.3B,1.3,0.6440117
origin7-3,EleutherAI_gpt-neo-1.3B,0.2,0.7912641
origin7-3,EleutherAI_gpt-neo-1.3B,1.3,0.6112528
origin7-4,EleutherAI_gpt-neo-1.3B,0.2,0.8400825
origin7-4,EleutherAI_gpt-neo-1.3B,1.3,0.55615157
origin7-5,EleutherAI_gpt-neo-1.3B,0.2,0.7781
origin7-5,EleutherAI_gpt-neo-1.3B,1.3,0.51453805
origin8-1,EleutherAI_gpt-neo-1.3B,0.2,0.7488566
origin8-1,EleutherAI_gpt-neo-1.3B,1.3,0.43292513
origin8-2,EleutherAI_gpt-neo-1.3B,0.2,0.6942864
origin8-2,EleutherAI_gpt-neo-1.3B,1.3,0.48782873
origin8-3,EleutherAI_gpt-neo-1.3B,0.2,0.8061236
origin8-3,EleutherAI_gpt-neo-1.3B,1.3,0.50898314
origin8-4,EleutherAI_gpt-neo-1.3B,0.2,0.69012064
origin8-4,EleutherAI_gpt-neo-1.3B,1.3,0.47830305
origin8-5,EleutherAI_gpt-neo-1.3B,0.2,0.6970267
origin8-5,EleutherAI_gpt-neo-1.3B,1.3,0.58957535
origin9-1,EleutherAI_gpt-neo-1.3B,0.2,0.73109406
origin9-1,EleutherAI_gpt-neo-1.3B,1.3,0.5221836
origin9-2,EleutherAI_gpt-neo-1.3B,0.2,0.6832459
origin9-2,EleutherAI_gpt-neo-1.3B,1.3,0.5788652
origin9-3,EleutherAI_gpt-neo-1.3B,0.2,0.69695073
origin9-3,EleutherAI_gpt-neo-1.3B,1.3,0.5341283
origin9-4,EleutherAI_gpt-neo-1.3B,0.2,0.7669429
origin9-4,EleutherAI_gpt-neo-1.3B,1.3,0.47531134
origin9-5,EleutherAI_gpt-neo-1.3B,0.2,0.72800475
origin9-5,EleutherAI_gpt-neo-1.3B,1.3,0.5969584
origin1-1,gpt-3.5-turbo,0.2,0.49832365
origin1-1,gpt-3.5-turbo,1.3,0.46009147
origin1-2,gpt-3.5-turbo,0.2,0.25204173
origin1-2,gpt-3.5-turbo,1.3,0.26669806
origin1-3,gpt-3.5-turbo,0.2,0.26834407
origin1-3,gpt-3.5-turbo,1.3,0.30113736
origin1-4,gpt-3.5-turbo,0.2,0.20839807
origin1-4,gpt-3.5-turbo,1.3,0.22202815
origin1-5,gpt-3.5-turbo,0.2,0.3125897
origin1-5,gpt-3.5-turbo,1.3,0.29225838
origin10-1,gpt-3.5-turbo,0.2,0.45155945
origin10-1,gpt-3.5-turbo,1.3,0.3908632
origin10-2,gpt-3.5-turbo,0.2,0.41045025
origin10-2,gpt-3.5-turbo,1.3,0.46249267
origin10-3,gpt-3.5-turbo,0.2,0.47273183
origin10-3,gpt-3.5-turbo,1.3,0.48285723
origin10-4,gpt-3.5-turbo,0.2,0.4735399
origin10-4,gpt-3.5-turbo,1.3,0.47884884
origin10-5,gpt-3.5-turbo,0.2,0.558554
origin10-5,gpt-3.5-turbo,1.3,0.5173538
origin2-1,gpt-3.5-turbo,0.2,0.3319721
origin2-1,gpt-3.5-turbo,1.3,0.3471073
origin2-2,gpt-3.5-turbo,0.2,0.31743777
origin2-2,gpt-3.5-turbo,1.3,0.3155868
origin2-3,gpt-3.5-turbo,0.2,0.44675744
origin2-3,gpt-3.5-turbo,1.3,0.4482238
origin2-4,gpt-3.5-turbo,0.2,0.33524898
origin2-4,gpt-3.5-turbo,1.3,0.360393
origin2-5,gpt-3.5-turbo,0.2,0.4076344
origin2-5,gpt-3.5-turbo,1.3,0.4344041
origin3-1,gpt-3.5-turbo,0.2,0.2987591
origin3-1,gpt-3.5-turbo,1.3,0.3149489
origin3-2,gpt-3.5-turbo,0.2,0.4620221
origin3-2,gpt-3.5-turbo,1.3,0.36940467
origin3-3,gpt-3.5-turbo,0.2,0.3453646
origin3-3,gpt-3.5-turbo,1.3,0.36157167
origin3-4,gpt-3.5-turbo,0.2,0.3385313
origin3-4,gpt-3.5-turbo,1.3,0.37820753
origin3-5,gpt-3.5-turbo,0.2,0.37815985
origin3-5,gpt-3.5-turbo,1.3,0.3703511
origin4-1,gpt-3.5-turbo,0.2,0.38985577
origin4-1,gpt-3.5-turbo,1.3,0.39052945
origin4-2,gpt-3.5-turbo,0.2,0.2807286
origin4-2,gpt-3.5-turbo,1.3,0.32850263
origin4-3,gpt-3.5-turbo,0.2,0.3136723
origin4-3,gpt-3.5-turbo,1.3,0.3411358
origin4-4,gpt-3.5-turbo,0.2,0.37652588
origin4-4,gpt-3.5-turbo,1.3,0.38762352
origin4-5,gpt-3.5-turbo,0.2,0.37349007
origin4-5,gpt-3.5-turbo,1.3,0.4069331
origin5-1,gpt-3.5-turbo,0.2,0.30787274
origin5-1,gpt-3.5-turbo,1.3,0.27767375
origin5-2,gpt-3.5-turbo,0.2,0.4037807
origin5-2,gpt-3.5-turbo,1.3,0.4198718
origin5-3,gpt-3.5-turbo,0.2,0.3189284
origin5-3,gpt-3.5-turbo,1.3,0.34977335
origin5-4,gpt-3.5-turbo,0.2,0.47591516
origin5-4,gpt-3.5-turbo,1.3,0.5049046
origin5-5,gpt-3.5-turbo,0.2,0.43655577
origin5-5,gpt-3.5-turbo,1.3,0.4660523
origin6-1,gpt-3.5-turbo,0.2,0.28251997
origin6-1,gpt-3.5-turbo,1.3,0.30034527
origin6-2,gpt-3.5-turbo,0.2,0.446221
origin6-2,gpt-3.5-turbo,1.3,0.3960656
origin6-3,gpt-3.5-turbo,0.2,0.47774106
origin6-3,gpt-3.5-turbo,1.3,0.45434576
origin6-4,gpt-3.5-turbo,0.2,0.46974018
origin6-4,gpt-3.5-turbo,1.3,0.4803311
origin6-5,gpt-3.5-turbo,0.2,0.5173095
origin6-5,gpt-3.5-turbo,1.3,0.51925427
origin7-1,gpt-3.5-turbo,0.2,0.2945304
origin7-1,gpt-3.5-turbo,1.3,0.29032248
origin7-2,gpt-3.5-turbo,0.2,0.45972544
origin7-2,gpt-3.5-turbo,1.3,0.5103067
origin7-3,gpt-3.5-turbo,0.2,0.4278848
origin7-3,gpt-3.5-turbo,1.3,0.5178118
origin7-4,gpt-3.5-turbo,0.2,0.53199375
origin7-4,gpt-3.5-turbo,1.3,0.47278458
origin7-5,gpt-3.5-turbo,0.2,0.534242
origin7-5,gpt-3.5-turbo,1.3,0.5085893
origin8-1,gpt-3.5-turbo,0.2,0.32767928
origin8-1,gpt-3.5-turbo,1.3,0.3636511
origin8-2,gpt-3.5-turbo,0.2,0.50638527
origin8-2,gpt-3.5-turbo,1.3,0.5144856
origin8-3,gpt-3.5-turbo,0.2,0.55738693
origin8-3,gpt-3.5-turbo,1.3,0.57059413
origin8-4,gpt-3.5-turbo,0.2,0.5647184
origin8-4,gpt-3.5-turbo,1.3,0.6172747
origin8-5,gpt-3.5-turbo,0.2,0.5621795
origin8-5,gpt-3.5-turbo,1.3,0.5799411
origin9-1,gpt-3.5-turbo,0.2,0.40017387
origin9-1,gpt-3.5-turbo,1.3,0.4114951
origin9-2,gpt-3.5-turbo,0.2,0.6500786
origin9-2,gpt-3.5-turbo,1.3,0.6631326
origin9-3,gpt-3.5-turbo,0.2,0.5782577
origin9-3,gpt-3.5-turbo,1.3,0.6012647
origin9-4,gpt-3.5-turbo,0.2,0.6347239
origin9-4,gpt-3.5-turbo,1.3,0.6305041
origin9-5,gpt-3.5-turbo,0.2,0.43449914
origin9-5,gpt-3.5-turbo,1.3,0.4436947
origin1-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.44852793
origin1-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.51040125
origin1-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.27506435
origin1-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.35423714
origin1-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.27401122
origin1-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.31801438
origin1-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.19398832
origin1-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.3008693
origin1-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.29497588
origin1-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.29591152
origin10-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.35439286
origin10-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.425922
origin10-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.33812773
origin10-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.32125825
origin10-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.36722004
origin10-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.47429723
origin10-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.41145086
origin10-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.5284738
origin10-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.52342755
origin10-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.55371785
origin2-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.3654404
origin2-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.4517528
origin2-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.30784142
origin2-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.38903955
origin2-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.37297022
origin2-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.44948766
origin2-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.45876706
origin2-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.47162777
origin2-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.36951047
origin2-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.4246851
origin3-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.29716393
origin3-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.2979509
origin3-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.35618308
origin3-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.3794388
origin3-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.32083422
origin3-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.41495198
origin3-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.35171568
origin3-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.36526167
origin3-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.3450613
origin3-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.3821289
origin4-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.3299701
origin4-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.3534693
origin4-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.3225719
origin4-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.5642014
origin4-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.35396996
origin4-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.47335863
origin4-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.47662273
origin4-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.47979295
origin4-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.36580935
origin4-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.3642703
origin5-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.24781312
origin5-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.25011444
origin5-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.4521594
origin5-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.49745512
origin5-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.36191145
origin5-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.47835356
origin5-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.54202706
origin5-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.50499904
origin5-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.55228996
origin5-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.629801
origin6-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.26478425
origin6-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.3623671
origin6-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.37763578
origin6-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.44161987
origin6-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.4094451
origin6-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.4056685
origin6-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.44023424
origin6-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.45370954
origin6-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.48418498
origin6-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.47176027
origin7-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.30016005
origin7-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.31409606
origin7-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.5182771
origin7-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.5305618
origin7-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.42970276
origin7-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.48832476
origin7-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.59349436
origin7-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.6118314
origin7-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.4799466
origin7-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.58957684
origin8-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.38906723
origin8-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.35374215
origin8-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.50991505
origin8-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.5282845
origin8-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.52199614
origin8-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.5715607
origin8-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.6307774
origin8-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.6139116
origin8-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.58215344
origin8-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.6358175
origin9-1,meta-llama_Llama-2-7b-chat-hf,0.2,0.3854443
origin9-1,meta-llama_Llama-2-7b-chat-hf,1.3,0.39536965
origin9-2,meta-llama_Llama-2-7b-chat-hf,0.2,0.6048685
origin9-2,meta-llama_Llama-2-7b-chat-hf,1.3,0.62412924
origin9-3,meta-llama_Llama-2-7b-chat-hf,0.2,0.54332995
origin9-3,meta-llama_Llama-2-7b-chat-hf,1.3,0.56112146
origin9-4,meta-llama_Llama-2-7b-chat-hf,0.2,0.60284495
origin9-4,meta-llama_Llama-2-7b-chat-hf,1.3,0.6127877
origin9-5,meta-llama_Llama-2-7b-chat-hf,0.2,0.47813436
origin9-5,meta-llama_Llama-2-7b-chat-hf,1.3,0.45717853
origin1-1,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.4224878
origin1-1,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.45288414
origin1-2,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.2936015
origin1-2,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.27669522
origin1-3,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.29323554
origin1-3,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.32815093
origin1-4,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.20425582
origin1-4,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.26422703
origin1-5,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.29044333
origin1-5,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.3325552
origin10-1,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.33923426
origin10-1,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.36403853
origin10-2,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.3194349
origin10-2,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.31324476
origin10-3,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.4113015
origin10-3,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.47312883
origin10-4,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.4183051
origin10-4,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.44782737
origin10-5,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.53344303
origin10-5,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.5233955
origin2-1,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.37889713
origin2-1,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.39433953
origin2-2,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.30732924
origin2-2,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.37278596
origin2-3,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.3919615
origin2-3,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.4290321
origin2-4,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.42058328
origin2-4,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.4059279
origin2-5,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.41397706
origin2-5,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.40041038
origin3-1,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.3171251
origin3-1,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.34556755
origin3-2,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.37121096
origin3-2,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.4047069
origin3-3,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.323038
origin3-3,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.3873329
origin3-4,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.38860083
origin3-4,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.38596773
origin3-5,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.35653606
origin3-5,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.3637079
origin4-1,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.33799365
origin4-1,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.33133718
origin4-2,mistralai_Mistral-7B-Instruct-v0.2,0.2,0.3450532
origin4-2,mistralai_Mistral-7B-Instruct-v0.2,1.3,0.34811577
